,AirlineName,CabinType,DateFlown,DatePub,EntertainmentRating,FoodRating,GroundServiceRating,OriginCountry,OverallScore,Recommended,Review,SeatComfortRating,ServiceRating,Slug,Title,TravelType,TripVerified,ValueRating,WifiRating,unique_id,Aircraft Manufacturer,Route_Departure,Route_Destination,Review_score_nltk,Review_score_flair,Review_score
106120,Swoop,Economy Class,2020-12-31,2020-09-18,0,0,0,Canada,2.0,no,"I am absolutely stunned at the lack of customer service. I booked a ticket from Edmonton to Toronto to fly home for surgery. I had to postpone the ticket, due to delays in the medical system from COVID19, all this went fine but then I moved home permanently by car a few weeks before my new scheduled date. I contacted them to request a refund or barring that a voucher for use at another time. They told me flat out no, with several weeks notice. I called them again and asked if I could just change the flights to allow me to go from Ontario to Edmonton at a later date, also no. I called them a third time and asked them if I could change the name on the flight, to allow my daughter to come to visit me. same flights, same times, just change the passenger. Again, no. there is nothing I can do besides abandon the ticket and flush the money down the toilet.",0,0,swoop,lack of customer service,Solo Leisure,Not Verified,1,0,f33908d3-8928-4e9e-9dd2-e4de69168c52,Airbus,Edmonton,Toronto ,0,0,0
106126,Swoop,Economy Class,2020-12-31,2020-07-22,0,0,0,Canada,1.0,no,"In June 2020, I booked return flights for my three kids to visit me from Edmonton to Abbotsford. A few days later, kids plan changed due to changes in their summer school schedule. Now two of them could not fly on planned dates while one was able to travel as planned. I called SWOOP several times to make necessary changes but they declined to make any changes. I offered to pay additional money as a differential however, they still declined. I paid $665 for their trip and for this amount only one of my kids traveled which caused me a big financial hit just because of inflexible stubborn policies and attitude of SWOOP’s management. Unfortunately to fly from Edmonton to Abbotsford options is very limited. SWOOP has a monopoly for this route which leads them to show total inflexibly and zero customer service.",0,0,swoop,zero customer service,Family Leisure,Trip Verified,1,0,f67f2fd7-61c2-45ac-ad7c-3e9e2a8ae205,Airbus,Edmonton,Abbotsford,0,0,0
106127,Swoop,Economy Class,2020-12-31,2020-06-27,0,0,1,Canada,1.0,no,"We’re from Vancouver and we travelled to Abbotsford to fly via Swoop to Edmonton. Our flight was supposed to be at 7:45 p.m. on June 26th, 2020. We arrived 40 minutes early for our flight and upon arrival, there were no employees in the check-in booths. We go to baggage security at the gate and they ask for a boarding pass, we explain that there are no attendees at the check-in booths and that we only received an itinerary via email after checking ourselves in online (we only had carry-on bags) - they mentioned that for some reason, on a daily basis, somebody has an issue with Swoop and that they were not allowed to communicate to their staff directly when a customer requests so. The security at the gate suggests we call their customer service line but when we do, nobody picks up. We notice a young gentleman waiting at the check-in booths for assistance, I ask him what time his flight is and what whether he had a boarding pass. He explains to me that he only received an itinerary via email and that he also needed assistance for a boarding pass. I go back to the gate and I hear a Swoop employee asking the security at the gate what the commotion is all about, they explain that there are three passengers trying to get on and they ask her “Did you want to speak to them?” She chuckles sarcastically and says “No - close the gates!” Security then kicks us out as they apologize. I head quickly back to the check-in booths and wait for the employees to head out. When they come out to collect their personal belongings on the counters, they simply DO NOT CARE. They say it’s policy that we must be there exactly and hour before our flight and if nobody is there, they will no longer accommodate for whatever reason. They also say that it is our responsibility to search for a barcode - however, we explain that how would we know the requirements when it’s not even clearly communicated by Swoop itself? How would we know that a barcode was necessary if this is our first time? Their next response is to purchase a new ticket for June 27th and speak to their customer service line (we called twice and the call drops right after the menu option). The employees then ask for our last name and says “Yes, I’ve seen your name but you’re supposed to arrive 2 hours early”. The employees all pack up and leave.  I suggest that cheap is never better. As of for the employees at Swoop, a kind heart goes a long way. It doesn’t cost an arm to assist customers to get where they are needed.",0,0,swoop,suggest that cheap is never better,Family Leisure,Trip Verified,1,0,89c99914-427c-4d7c-8b4e-728510fbc3de,Boeing,Abbotsford,Edmonton,0,0,0
106128,Swoop,Economy Class,2020-12-31,2020-06-05,0,0,1,Canada,1.0,no,Edmonton to Hamilton. I was 5 minutes late for my flight departure at 3:10pm. The told me we can’t get you in.  I ask for tomorrow flight they told me to buy another ticket.,0,0,swoop,5 minutes late for my flight,Family Leisure,Trip Verified,1,0,297f1f6a-759b-4926-a8d0-9fe7c314b304,Boeing,Edmonton,Hamilton,1,0,0
106129,Swoop,Economy Class,2020-12-31,2020-05-02,0,0,5,Canada,10.0,yes,Abbostford to Hamilton on 10 April. I just flew swoop 4 times in March. Everything was smooth. I'll definitely fly with them again. It's a budget airline but no complaints whatsoever. Looking forward to my next flight in May 2020.,5,5,swoop,no complaints whatsoever,Family Leisure,Trip Verified,5,5,e1968c6e-e275-44b8-a7f0-e3fd20bd5821,Embraer,Abbostford,Hamilton,0,1,1
106130,Swoop,Economy Class,2020-12-31,2020-04-30,0,0,1,Canada,1.0,no,"Got my flight to Winnipeg. Originally  was suppose to go back home in may 27th. About a week in to my trip I received a message that my flight was cancelled. I was forced to move to june 1st. This didn't work for me but I had no choice. They gave no explanation at all. Today April 29th, 2020, I got another message that my rescheduled flight was cancelled again and I can take the same day flight but instead of direct and a 2.5 hour flight it goes to a transferred flight and a 10 hour flight. Unbelievable. So I thought I would call. No! If you want to speak with some one it costs $15 plus taxes to call.",1,1,swoop,gave no explanation at all,Family Leisure,Not Verified,1,0,dd2f5aab-5731-4080-adbb-29651d207b0f,Boeing,Abbotsford,Winnipeg,0,0,0
106136,Swoop,Economy Class,2020-12-31,2020-04-21,0,0,0,Canada,1.0,no,"Our flight between Edmonton and Los Cabos was cancelled by Swoop in January 2020. Swoop emailed stating that if we re-booked with an alternate carrier they would reimburse us. Four months later we are now being told that because we did not re-book with Westjet (the only approved alternate carrier) we will not be reimbursed. Their email specifically states that we can book with an 'alternate carrier'. It does not say that the alternate carrier had to be Westjet, yet that is why we are being denied our refund. This company is unethical and cannot be trusted.",0,0,swoop,will not be reimbursed,Family Leisure,Trip Verified,1,0,de64dcfd-0c70-45ab-b2ff-c99d968cc0c7,Boeing,Edmonton,Los Cabos,0,0,0
106137,Swoop,Economy Class,2020-12-31,2020-03-30,0,0,1,Canada,1.0,no,We used to really like flying with Swoop but Our return flight was Scheduled Mar 23 2020 from Orlando to Edmonton but due to the Coronavirus and government saying to get home in case the borders get closed we decided to reschedule a return to Edmonton on Mar 16. We could not get a hold of anyone at Swoop for any advice as to what to do - just a recording saying they were too busy to take calls not even a option to leave a contact phone number to have them call me back. I ended up paying over $600 for 2 of us to get back to Edmonton. Now our regular tickets that were for Mar 23 are lost with no option even for a credit that we could use later. This in not right Swoop!,4,4,swoop,could not get hold of anyone at Swoop,Couple Leisure,Not Verified,4,0,0b015ac2-ba03-4522-b66c-f99f3966086f,Boeing,Orlando,Edmonton,0,0,0
106138,Swoop,Economy Class,2020-12-31,2020-03-28,0,0,0,UnitedStates,1.0,no,Las Vegas to Edmonton. This airline should not be getting a dime from the government when it is not refunding or given full credits to the people that have their flights canceled. They make you use their modify and pick dates right there. No one should ever use this airline as they do not care about their customers. Please do not use this airline.,0,0,swoop,do not care about their customer,Family Leisure,Trip Verified,1,0,9c3f2378-3aa9-43b9-833e-fa7254645c93,Boeing,Las Vegas,Edmonton,0,0,0
106139,Swoop,Economy Class,2020-12-31,2020-03-27,1,1,1,UnitedStates,1.0,no,Terrible service! Our flight from Mesa to Edmonton and the return flight in May were cancelled due to the Coronavirus outbreak and subsequent closing of the U.S./Canada border. We are now unable to travel to Canada and Swoop refuses to issue anything other than Swoop credit. Edmonton is the only destination they fly to out of Mesa - lot of good credit will do. They seem to feel entitled to my money while not providing anything on their end. I understand the outbreak is outside their control but a simple refund is appropriate for this unusual situation. I am unable to reach anyone by phone. The call just ends saying that no one is available and hangs up.,1,1,swoop,unable to reach anyone by phone,Family Leisure,Not Verified,1,1,50a8f210-0f7c-47e3-8ab3-e839ee8ba26f,Airbus,Mesa,Edmonton,0,0,0
106140,Swoop,Economy Class,2020-12-31,2020-03-26,0,0,3,Canada,2.0,no,"Hamilton to Halifax. I have flown Swoop many times in the past few years, but have seen a real shift in their customer service. In light of a global pandemic, I was appalled at a couple of practices that seemed like safety oversights that negate the government mandate for social distancing.  When time to board, they called ""General Boarding Call"", instead of by zone or by row, which resulted in all passengers cramming up to the counter. The plane was 1/2 full, but their seating algorithm placed everyone at the back of the plane (because they want to charge extra for seats up front). Both of these areas could easily be improved at times like this: Stagger boarding, back of plane to front. Wave seating fees and aim to have 1 person per row, or at least seats between them. C'mon Swoop, this is easy stuff.",2,1,swoop,shift in their customer service,Solo Leisure,Trip Verified,3,0,6e7d6d18-d660-433e-bd26-f6171e8efddb,Boeing,Hamilton,Halifax,1,1,0
106146,Swoop,Economy Class,2019-12-31,2020-03-25,1,1,1,Canada,1.0,no,"Abbotsford to Hamilton. Swoop has displayed very poor business practices during this global crisis. I booked in March 2020 this year, before any case of the covid19. On March 20. I decided to cancel due to our civic duty to not engage in non-essential travel in order to help stop the spread of COVID19. We’ve been contacting Swoop, but it all ended up in a recording that they cannot attend to our call, then line cuts. Even the chat doesn’t help, message sent hasn’t answered. For the return flight, which is more than 7 days ahead, their new policy claim they give free to modify, but no, they still charging $100 per head for the change. This is the worst airline I have seen so far as the refund is concerned. My advice is to stay away from this airline.",1,1,swoop,stay away from this airline,Solo Leisure,Trip Verified,1,1,927ed71d-038c-4809-9105-a1f7a5974980,Boeing,Abbotsford,Hamilton,0,0,0
106147,Swoop,Economy Class,2020-12-31,2020-03-25,0,0,5,Canada,10.0,yes,"Mazatlan to Edmonton. Dear Swoop, thank you so much for all you did getting my parents home from Mexico during this time! You were amazing during this all and they had absolutely nothing bad to say about Swoop and actually said it was one of the best flights they have been on! Thanks again and hats off to you picking up the slack of WestJet and going above and beyond! Giving Swoop a thumbs up!",4,5,swoop,Giving Swoop a thumbs up,Couple Leisure,Not Verified,4,0,5d43cc59-cb74-433d-8a50-f59998954651,Airbus,Mazatlan,Edmonton,1,1,1
106148,Swoop,Economy Class,2020-12-31,2020-03-24,0,0,1,Canada,1.0,no,"Abbotsford to Hamilton. Swoop has displayed very poor business practices during this global crisis. We booked in last year, before any case of the covid19. On March 13, only learned 2 days before our flight Mar.15, we decided to cancel due to our civic duty to not engage in non-essential travel in order to help stop the spread of COVID19. We’ve been contacting Swoop, but it all ended up in a recording that they cannot attend to our call, then line cuts. Even the chat doesn’t help, message sent hasn’t answered. For the return flight, which is more than 7 days ahead, their new policy claim they give free to modify, but no, they still charging $100 per head for the change and also jack up the price so you have to pay for the huge difference. I am extremely disappointed that the airline is not willing to issue Swoop credits for flights within Canada. It is absolutely appalling that Swoop is not offering travel credits or re-booking options for its customers amidst the Coronavirus health crisis/pandemic. The government is telling us to cancel all travel so we basically do not have a choice but to cancel and Swoop is a shame to use this time to promote cheaper prices.",1,1,swoop,very poor business practices,Family Leisure,Trip Verified,1,0,4eeb8a19-106e-4798-af80-608dc2dab5bf,Airbus,Abbotsford,Hamilton,0,0,0
106149,Swoop,Economy Class,2020-12-31,2020-03-24,0,0,1,Canada,1.0,no,"Due to Covid19 virus and the risk in taking this vacation, we as a group decided to cancel. 3 hrs and 20 minutes waiting on the phone with Swoop Getaway the company we booked with. 2 payments were charged to my Mastercard, 1 was Expedia and the other was Swoop. The Rep for Swoop Getaways stated due to the ""uncontrollable"" acts the flights maybe be credited to Swoop credits or a full refund to the original form of payment. The Expedia charged was refunded in full, and the Swoop was refunded as ""shell"" after researching this means credit. As stated in Swoops website ""Uncontrollable"" a customer has the option of a credit or a full refund. Now we get no response to email and can't reach them on the phone. Please dont support a company that doesn't suppose their customers or follow their own policies. Also will not give WestJet a dime as they are the parent company of Swoop.",1,1,swoop,we get no response to email and can't reach them on the phone,Family Leisure,Not Verified,1,0,c6fff16c-212f-4602-9677-025b8bab4dc9,Boeing,Edmonton,Puerto Vallarta,1,0,0
106150,Swoop,Economy Class,2020-12-31,2020-03-19,0,0,0,Canada,1.0,no,"Abbotsford to Puerto Vallarta. Have now been on hold for 2 hours with Swoop. Trying to cancel as per their email regarding Corona. Cant cancel online, cant get anyone online, cant get anyone via email, and have now wasted 2 hours on phone which Im sure will disconnect any minute. This is not the first time Swoop. You offer terrible customer service and Westjet your parent company should be ashamed of themselves.",0,0,swoop,terrible customer service,Solo Leisure,Not Verified,3,0,c80d4239-f23f-4eb6-831f-7a966c2d58e9,Boeing,Abbotsford,Puerto Vallarta,0,0,0
106156,Swoop,Economy Class,2020-12-31,2020-03-19,0,0,0,Canada,1.0,no,"Swoop has been nothing but insensitive and has displayed very poor business practices during this global crisis. My husband I were travelling to Edmonton with our two young children. When we decided to cancel due to our civic duty to not engage in non essential travel in order to help stop the spread of COVID19 swop was not there to answer a phone call. They wanted to charge us $15 to talk to a human, their online chat didn’t help and we could not access them via email. Swoop wanted to charge us $1200 to change our flights. Swoop is by far the worst airline out there. I’ve never flown with them and after this experience I never will furthermore I have told many never to fly with them and I have shared my experience with others. I am disgusted by swoop and I hope others tell their story because I know I am not the only one that is out hundreds of dollars due to their insensitivity and poor business practices.",0,0,swoop,the worst airline out there,Family Leisure,Not Verified,1,0,18cd7bcb-058d-4142-a17d-c6278792d43f,Airbus,Abbotsford,Edmonton,0,0,0
106157,Swoop,Economy Class,2020-12-31,2020-03-18,0,0,1,Canada,1.0,no,"Abbotsford to Edmonton. Horrible, horrible, horrible Don't go, stay away. We booked in Feb, before all the covid19 lockdowns. Only learned 4 days before flight Mar.15, that we had to isolate. Have been trying to reach them but no response. When you phone, line goes dead after 1 ring. Out $1700.00 because we couldn't cancel or reschedule. Never once had an update. You can only change your reservation 7 days prior to flight. Gov. changed rules 6 days before flight. Swoop does not care about you. Stay far, far, away.",1,1,swoop,"Stay far, far, away",Family Leisure,Not Verified,1,0,6aa4a26e-6951-48a1-a438-2b7129b7fa68,Airbus,Abbotsford,Edmonton,0,0,0
106158,Swoop,Economy Class,2020-12-31,2020-03-18,0,0,0,Canada,1.0,no,"Hamilton to Fort Lauderdale. We were to fly out March 13, 2020. We have tried to get hold of Swoop for days (before the 7 day period) and have never been able to get through. We booked with our WestJet card and were told by WestJet to contact our carrier which is Swoop. We had to cancel as my dr recommended with virus we don't go as i have lupus. I get that they are probably going out of their minds with calls but other airlines have let people cancel in light of the virus. If this many people are complaining and losing money perhaps other means to get our money will need to be considered. This is not our fault, we only are trying to help ourselves to avoid what was the obvious.",0,0,swoop,never been able to get through,Couple Leisure,Trip Verified,1,0,f605f909-4f3f-4d87-82a4-fc55964ec6dd,Boeing,Hamilton,Fort Lauderdale,0,0,0
106159,Swoop,Economy Class,2020-12-31,2020-03-18,0,0,5,Canada,10.0,yes,Winnipeg to Abbotsford. Our plane got grounded due to unforeseen safety maintenance. We called the customer service and spoke to Desiree. She was so helpful and patient. She got us on a flight with Westjet that afternoon with no hiccups or bumps. We were very satisfied with our service and the way Desiree dealt with our undesirable circumstances.,5,5,swoop,very satisfied with our service,Family Leisure,Trip Verified,5,0,156b6ba0-8dc8-4a14-a71d-fc228c4ec8fb,Airbus,Winnipeg,Abbotsford ,1,1,1
106160,Swoop,Economy Class,2020-12-31,2020-03-17,1,1,1,Canada,1.0,no,"Cancun to London. The date is March 16th. I am with my family in Cancun and just heard the Prime Minister's address asking all Canadian's to come home due to covid19. I wanted to change my Swoop flights from Saturday to an earlier flight on Thursday and Swoop would not do the change. I had to buy new tickets and take travel vouchers in order to get home. Additionally, while I was booking the flights they jacked up the price! Unbelievable!",1,1,swoop,jacked up the price,Family Leisure,Not Verified,1,1,7dc83384-7e72-43fb-858e-062aafd24f07,Boeing,Cancun,London,1,0,0
106161,Swoop,Economy Class,2020-12-31,2020-03-17,0,0,0,Canada,1.0,no,"Edmonton to London. Our flight is Today March 17, 2020. From Edmonton to London Ontario through (Swoop) then from London Ontario to Orlando through Sunwing Airlines. Sunwing gave us a full refund but We’ve been contacting Swoop service lots of time Since March 12, but it all ended up in a recording apologizing that they cannot attend to our call, then line cuts. Even the chat doesn’t help, email haven’t answered. On cancellation Swoop are charging $150 per head which is a lot bigger than the fare, and changing flight dates they are charging to-and-fro $150+$100 per head, so, the use of Modifly is for the next flight after you charge up this huge amount? Be considerate enough to all your clients, being in a local flights doesn’t mean you are not subject to viral infection. I hope you can do something about this and not just wait for your clients/pasenger to not show up in threir flight just to protect themselves from being exposed to infection, then what, it’s your gain and we lose.",0,0,swoop,Swoop are charging $150 per head ,Family Leisure,Trip Verified,1,0,15acc410-b101-4d83-8920-e478be966599,Airbus,Edmonton,London,1,0,0
106166,Swoop,Premium Economy,2020-12-31,2020-03-17,0,0,1,Canada,1.0,no,Hamilton to Edmonton. I am extremely disappointed that the airline is not willing to issue Swoop credits for flights within Canada. There are some people that are more at risk for catching Covid-19 and given the progression of this ILLness it should not matter where you are flying to.,1,1,swoop,not willing to issue credits,Family Leisure,Trip Verified,1,0,bfceef77-88e5-40bf-89d8-7e7bf01d7fdd,Airbus,Hamilton,Edmonton,0,0,0
106167,Swoop,Economy Class,2020-12-31,2020-03-17,0,0,2,Canada,3.0,no,"After re-booking a flight from Orlando to Hamilton with a live agent, I was promised a $50.00 credit off the ticket price for my next flight with Swoop. When I tried to apply this credit on a flight to Cancun, After waiting on hold for over an hour, I could not reach a live agent to receive it. I tried contacting an agent through the Swoop website to no avail. Never received a response to my written request to Swoop. What I find disturbing is the complete lack of care to help customers deal with flagrant issues. Swoop is a subsidiary of Westjet, one of the more popular and successful air carriers in Canada. I have never had an issue in all the years I have flown Westjet. How is it Westjet has not become involved with Swoop management to iron out these customer complaints? I have come that Swoop cannot survive the effects of the Covid-19 pandemic.",1,2,swoop,I could not reach a live agent,Couple Leisure,Trip Verified,1,0,e2d35309-42cf-4643-a755-2b42a607758a,Boeing,Orlando,Hamilton,1,0,0
106168,Swoop,Economy Class,2020-12-31,2020-03-17,1,0,1,Canada,2.0,no,"Everything was overpriced. I ended up not bothering to get a drink on the flight, since they charge for water. There is no In-flight entertainment, there is a Swoop app that you can download, which has a streaming service there, which you need to pay for WiFi to use.  Ended up paying nearly 15 bucks for the in-flight WiFi which didn't work for me. Couldn't connect to anything that wasn't on the Swoop website. I had to go to safari on my phone to connect and pay, not the Swoop app. Top it off with having zero legroom, my knees squished up against the seat in front of me. I am never going to fly with Swoop again.",2,2,swoop,they charge for water,Solo Leisure,Not Verified,2,1,0fcd1480-eb93-4466-bb1c-b856efc13f45,Boeing,Abbotsford,London,1,0,0
106169,Swoop,Economy Class,2020-12-31,2020-03-16,0,0,1,Canada,1.0,no,"I'm writing this from London Ontario Airport. A small airport which due to coronavirus now you hardly see anyone around. Our flight was at 12:25 pm and when I got to the airport many students were in the line in front of the Swoop counter and no employee was there. When one person finally came, she said they don't check in anymore. The flight is here hardly anyone in the airport and they didn't check in us while at 11:40 neither of them was in counter. It is not our fault that they left the counter earlier than usual times because they didn't have any travelers. The supervisor was not responsive and just kept showing a paper with a phone number. Is this called customer service? I tried to call many times and no one is responsive. This is not fair to customers. Most of the kids who lost their flight today at London airport were students who were forced to leave the residents due to universities closing because of the Coronavirus and now they have nowhere to go.",0,0,swoop,no one is responsive,Solo Leisure,Trip Verified,1,0,62a3e077-cf76-4a27-b374-345118e5a48c,Airbus,London,Abbotsford,0,0,0
106170,Swoop,Economy Class,2020-12-31,2020-03-16,0,0,0,Canada,2.0,no,My 87 year-old mother & I booked a flight to Edmonton from Hamilton to leave March 20 and return March 24. On March 13 the airline announced that if your flight was more than 7 days away you could add their flight insurance for free and change or suspend your travel plans. Our trip was just under 7 days away! Also our flight was not an international flight but it was between two of the provinces with the highest rates of confirmed cases and also between two cities which have confirmed cases. We are asking that they reconsider and allow us to receive a credit so that we can reschedule or trip to see my sister and her ailing husband. He had COPD and is also very susceptible to the virus. Even the government has told us to avoid non-essential travel! I have yet to hear back from the Facebook messages that I have sent and cannot get through on the phone.,0,0,swoop,cannot get through on the phone,Family Leisure,Trip Verified,4,0,90a7dec3-46d1-43b4-8d43-0a410efaf547,Airbus,Hamilton,Edmonton,1,0,0
106176,Swoop,Economy Class,2020-12-31,2020-03-16,0,0,1,Canada,1.0,no,"Edmonton to Las Vegas. I would not recommend anyone flying with Swoop! Yes, they say their flights are cheaper but are they? At the end of the day, we have to pay for every single little thing including bad service and delays over delays! So the world announces a pandemic and everyone is trying to cancel their flight to get their money back so their health is not at risk and to prevent the spread of the virus not only does Swoop charge to speak to them but currently Swoop won’t even pick up calls or when they did pick up they say sorry we don’t refund for flights-no refund policy, not even world pandemic. Perhaps a credit? Shouldn’t this be an exception? WestJet and Air Canada are also credit or refunding customers. Even the government is paying people to stay at home and not travel. The hotel we booked even made an exception and refunded our money even tho they had a no refund policy understanding the situation. Shame!",1,1,swoop,pay for every single little thing,Solo Leisure,Trip Verified,1,0,a36cbab9-028f-47ad-97a1-b18f2b2b48c4,Airbus,Edmonton,Las Vegas,0,0,0
106177,Swoop,Economy Class,2020-12-31,2020-03-16,0,0,1,UnitedStates,1.0,no,"From the early hours of today and taking into account the measures announced by Canada due to the coronavirus, we decided to cancel or modify our flight reservation to the city of Hamilton for March 15 from the city of Tampa, Florida, USA. The option to cancel or modify the flight does not work! We tried to call but it is impossible to communicate and we also saw that the charges for those calls are $15. Therefore, we are requesting the cancellation of our reservation and the refund of our total payment. We will be going tomorrow to a counter, to do a new complaint!",1,1,swoop,it is impossible to communicate,Family Leisure,Not Verified,1,0,5aab9384-1434-4d2e-8d33-902703c6251b,Airbus,Tampa,"Hamilton, Canada",0,0,0
106178,Swoop,Economy Class,2020-12-31,2020-03-15,0,0,0,UnitedStates,1.0,no,Tampa to Hamilton. Since yesterday March 13 we have been trying to modify or cancel our flight reservation to Canada. The option to cancel or modify the flight does not work! So we are requesting the cancellation of our reservation and that the total of our payment be re-sent to us.,0,0,swoop,trying to modify or cancel our flight,Family Leisure,Not Verified,1,0,efa229ed-38a2-47a4-9c7c-b6526ab592f6,Airbus,Tampa,Hamilton,0,0,0
106179,Swoop,Economy Class,2020-12-31,2020-03-15,0,0,1,Canada,1.0,no,"Edmonton to Los Cabos on 14 March. Avoid, avoid, avoid! This is not a low cost airline and then they refuse to even discuss with you! As someone used to low cost airlines in Europe, this does not compare!",0,0,swoop,not a low cost airline,Family Leisure,Trip Verified,1,0,1fead31f-0a39-449b-9d42-473d63d82e1a,Boeing,Edmonton,Los Cabos,0,0,0
106180,Swoop,Economy Class,2019-12-31,2020-03-14,0,0,0,Canada,3.0,no,"Hamilton to Halifax. Flight booked to Halifax for Easter weekend and I am a health care provider. Cannot believe there is no way to get even a travel voucher in place of the flight I cannot take. They also need to stop sending ""reminders"" to pay for seats and baggage to patrons who have already paid. I fell for that once. And only once. Swoop will never get my business again. I chose it because it flies non-stop from Hamilton. Will take the extra trouble in the future to fly out of Toronto with other carriers. Good riddance.",0,0,swoop,never get my business again,Business,Trip Verified,1,0,30846651-8177-49dc-93f7-5b0687ad02d9,Airbus,Hamilton,Halifax,0,0,0
106186,Swoop,Economy Class,2020-12-31,2020-03-14,0,0,0,Canada,1.0,no,It is absolutely appalling that Swoop are not offering travel credits or re-booking options for their customers amidst the Coronavirus health crisis/pandemic. The government is telling us to cancel all travel so we basically do not have a choice but to cancel and Swoop Airlines is so selfish to use this time to promote cheaper prices.,0,0,swoop,not offering travel credits,Family Leisure,Not Verified,1,0,1cb16c38-b2f2-4932-8024-f4d58179596e,Airbus,Winnipeg,Puerto Vallarta,0,0,0
106187,Swoop,Economy Class,2019-12-31,2020-03-14,0,0,0,Canada,1.0,no,"Toronto to Puerto Vallarta. We are cancelling our vacation to Mexico mainly because we have a 2 week old grandson. Our hotel were more than accommodating, however, we booked with Swoop and they are not accommodating anyone. They are charging $15.00 to speak to a representative. This is disgraceful. ""We are currently experiencing high call volumes To save you money, we suggest using Manage My Bookings for booking, cancellations or changes. If you would like to speak to a Swoop agent there is a fee of $15 plus applicable taxes for new reservations or to change your existing reservation.""",0,0,swoop,Swoop are not accommodating anyone,Couple Leisure,Not Verified,1,0,14a6bdf6-bc1d-40c6-83d0-478080a00864,Airbus,Toronto,Puerto Vallarta,1,0,0
106188,Swoop,Economy Class,2020-12-31,2020-03-14,0,0,0,Canada,1.0,no,"Edmonton to Puerto Vallarta. Canadian government advising not to travel internationally. Swoop will not let us cancel, change or give us credit. Other air carriers are flexing their policies to accommodate during this Coronavirus crisis. Shame on you Swoop! Never use you again.",0,0,swoop,Swoop will not let us cancel,Family Leisure,Not Verified,1,0,f6fc9fcc-efa0-45d4-ae63-272c2aca355f,Boeing,Edmonton,Puerto Vallarta,0,0,0
106189,Swoop,Economy Class,2020-12-31,2020-03-13,0,0,0,Canada,1.0,no,"Winnipeg to Hamilton. Due to the COVID-19 pandamic I tried to change my flight to a different date but was overly charged, more than the original amount I paid.  I can't afford to change dates. If your company truly does have compassion, flight change would have been accepted due to the pandemic. I am very disappointed with this company for taking my hard earned money.",0,0,swoop,disappointed with this company,Family Leisure,Not Verified,4,0,f4381d47-3d80-4c9a-aec9-1d23b00d2751,Airbus,Winnipeg,Hamilton,1,0,0
106190,Swoop,Economy Class,2020-12-31,2020-03-12,0,0,1,Canada,1.0,no,"Vancouver to Winnipeg. Bad customer service. They keep delaying our flight, they gave us less then 24 hrs notice this is not acceptable. Flights are cheap but never gonna fly with them again. I tried to call them many times but they never pick up the phone they put me on hold for 1 hr but I never hear any voice.",0,0,swoop,Bad customer service,Family Leisure,Not Verified,1,0,596c7d96-e512-47e5-85a8-ed417b203bcf,Airbus,Vancouver,Winnipeg,0,0,0
106191,Swoop,Economy Class,2020-12-31,2020-03-08,0,5,5,Canada,10.0,yes,"This past year has certainly been a challenge for Swoop. Nevertheless, despite the complaints, my wife and I decided to abandon our loyalty to Westjet over the past 15 years and try Swoop. Having the pleasure to live only 15 minutes from the Hamilton airport, and a reduced price, were key factors in our decision. We booked our February vacation to Jamaica last September and have been watching the reviews on a daily basis. Although the company has had some trying times, it's fair to say that even new companies have hiccups along the way.  We booked our flight for February 8th, flying out of Hamilton to Mo Bay. Our crew on flight WO672 went beyond what we as a customer expect. Not only did they do their best to make you comfortable, they were efficient, friendly, smiles all around and courteous. Best decision we made. On our return flight which was February 29th flight WO673, once again we had a very smooth flight home. We had a different crew on board this time - friendly, professional employees. I want to thank the crew of both flights, for providing such great customer service.  Not only did we save on the airfare, we saved on the transportation to Pearson as well, and we had a fantastic flight. On our flight and transportation to the airport, we saved 40% of what it would have cost us to fly out of Pearson.",4,5,swoop,I want to thank the crew,Couple Leisure,Trip Verified,5,0,d91492ac-da09-43ef-a053-fcab58f1bc04,Boeing,Sangster International,Hamilton,1,1,1
106196,Swoop,Economy Class,2020-12-31,2020-03-07,0,0,1,Canada,1.0,no,"Hamilton to Las Vegas. I can’t describe just how disappointed I am with Swoop. Today is my fiancé’s birthday, so I surprised him with a trip to Vegas to watch the UFC my mistake you ask? Booking with Swoop airline. At 11:37 am I was notified that my 7:45pm flight had been delayed to 9:30pm due to “weather”. Okay fine, lots of notice, I won’t leave home too early. I get to Hamilton airport and find out my flight will be delayed an additional 10 minutes making it a 9:40 departure. No problem, we will still make it to our event, we were feeling sorry for the Domestic flight before us with swoop that was cancelled. 9:43pm rolls around and the screens say my flight has departed. What the fuck? Nope the staff say it has just arrived and they are preparing it for us. After all other flights from Hamilton & Toronto have departed these guys announce that our flight has been cancelled. Chaos broke in that tiny airport. None of the staff had any information to give. Helpful really at 10:30 at night. So we are exhausted and angry now. We were told everyone would receive a 100% refund if we chose not to fly on the next available flight. That flight is 24 hours away and means we not only miss out on tonight’s hotel that we have paid for (which I later found out was due to mechanical issues) but we would also miss the UFC. We booked another flight with another reputable airline that actually flies passengers and doesn’t just rob them and cancel flights. I got the email that I supposedly could “accept changes” or “cancel” and get a full refund. The icing on the cake, I cannot cancel my booking and get a refund at all. It’s simply not an option. Swoop is unprofessional, their staff don’t know how to handle stressful situations.",0,0,swoop,cannot cancel my booking,Couple Leisure,Trip Verified,1,0,b088e21e-a895-42fe-a6ad-921109479539,Boeing,Hamilton,Las Vegas,0,0,0
